name,omega1_1,phi1_1,d_1,r1_1,translate_x_1,translate_y_1,translate_z_1,rotate_phi_1,rotate_theta_1,rotate_psi_1,length_1,rmsd_1,omega1_2,phi1_2,d_2,r1_2,translate_x_2,translate_y_2,translate_z_2,rotate_phi_2,rotate_theta_2,rotate_psi_2,length_2,rmsd_2
loop_24595,1.75,2.07,1.51,2.26,-0.01,0.01,-9.07,0.00,-0.00,-0.00,17.00,0.09,1.75,-0.93,1.51,2.26,-1.29,-13.45,-10.59,-2.40,0.40,-0.96,17.00,0.14
loop_24596,1.75,2.17,1.51,2.26,0.11,-0.02,-9.03,-0.00,-0.02,0.00,16.00,0.31,1.75,2.29,1.51,2.26,-3.07,9.76,-5.64,-3.05,0.36,-2.65,17.00,0.06
loop_24597,1.75,2.12,1.51,2.26,-0.02,0.02,-9.07,0.01,0.01,0.00,16.00,0.13,1.75,2.95,1.51,2.26,-10.79,4.46,-8.41,-2.40,0.96,-1.86,17.00,0.10
loop_24598,1.75,2.08,1.51,2.26,-0.07,0.02,-9.05,0.01,0.02,0.00,16.00,0.17,1.75,2.30,1.51,2.26,-7.31,11.28,-9.79,2.47,1.11,2.11,17.00,0.12
loop_24599,1.75,2.05,1.51,2.26,0.03,0.03,-9.14,-0.00,-0.01,0.00,16.00,0.22,1.75,0.52,1.51,2.26,9.62,6.05,-5.80,2.68,-0.02,-0.08,17.00,0.12
loop_246,1.75,2.08,1.51,2.26,0.17,-0.13,-9.17,-0.03,-0.04,0.00,17.00,0.39,1.75,0.33,1.51,2.26,-0.42,-11.63,-12.23,-2.90,0.21,-1.44,17.00,0.15
loop_2460,1.75,2.17,1.51,2.26,0.12,-0.01,-9.02,-0.00,-0.02,0.00,16.00,0.29,1.75,2.05,1.51,2.26,-5.17,10.40,-7.52,-3.06,0.57,-2.86,17.00,0.15
loop_24600,1.75,2.10,1.51,2.26,-0.06,0.05,-9.07,0.02,0.02,0.00,16.00,0.13,1.75,2.00,1.51,2.26,1.00,10.83,-4.20,3.03,0.31,2.47,17.00,0.15
loop_24601,1.75,2.09,1.51,2.26,0.06,0.07,-9.08,0.00,-0.02,-0.00,16.00,0.15,1.75,1.22,1.51,2.26,5.33,10.86,-8.90,2.27,0.36,0.75,17.00,0.14
loop_24602,1.75,2.13,1.51,2.26,-0.08,-0.02,-9.06,0.01,0.02,0.00,16.00,0.22,1.75,2.75,1.51,2.26,-10.42,6.84,-9.11,-2.59,1.09,-2.27,17.00,0.13
loop_24603,1.75,2.08,1.51,2.26,-0.06,0.05,-9.07,0.01,0.01,0.00,16.00,0.13,1.75,2.35,1.51,2.26,4.21,8.16,-6.11,3.08,0.27,2.67,17.00,0.10
loop_24604,1.75,2.10,1.51,2.26,0.04,0.02,-9.04,0.01,-0.01,-0.00,17.00,0.06,1.75,2.10,1.51,2.26,5.31,-10.32,-8.15,-2.80,-0.11,0.60,17.00,0.13
loop_24605,1.75,2.10,1.51,2.26,-0.01,0.04,-9.05,0.02,-0.01,-0.00,17.00,0.17,1.75,1.01,1.51,2.26,9.09,-6.16,-7.30,-2.83,-0.11,0.66,17.00,0.18
loop_24606,1.75,2.08,1.51,2.26,0.03,0.05,-9.07,0.01,-0.01,-0.00,16.00,0.10,1.75,0.66,1.51,2.26,10.42,0.06,-11.47,-2.84,-0.14,0.85,17.00,0.15
loop_24607,1.75,2.06,1.51,2.26,0.03,0.01,-9.07,0.00,-0.01,-0.00,16.00,0.13,1.75,1.18,1.51,2.26,10.15,-1.40,-12.44,-2.92,-0.15,1.17,17.00,0.15
loop_24608,1.75,2.11,1.51,2.26,0.32,-0.22,-9.11,-0.06,-0.07,0.00,17.00,0.56,1.75,0.25,1.51,2.26,6.98,-7.03,-7.69,2.92,-0.25,-1.68,17.00,0.24
loop_24609,1.75,2.10,1.51,2.26,-0.01,0.04,-9.04,0.00,0.00,0.00,17.00,0.14,1.75,1.78,1.51,2.26,8.84,-6.05,-8.85,-2.91,-0.18,1.33,17.00,0.09
loop_2461,1.75,2.04,1.51,2.26,0.01,0.01,-9.13,-0.00,-0.00,0.00,16.00,0.22,1.75,1.38,1.51,2.26,8.31,4.29,-5.47,2.86,0.11,0.72,17.00,0.09
loop_24610,1.75,2.15,1.51,2.26,0.07,-0.00,-9.00,-0.00,-0.01,0.00,16.00,0.22,1.75,1.67,1.51,2.26,0.05,10.35,-4.90,2.94,0.43,2.25,17.00,0.15
loop_24611,1.75,2.10,1.51,2.26,-0.03,0.03,-9.06,0.01,0.01,0.00,16.00,0.07,1.75,1.12,1.51,2.26,6.26,8.51,-5.45,2.92,0.17,1.29,17.00,0.09
loop_24612,1.75,2.14,1.51,2.26,-0.01,0.11,-9.02,0.03,-0.01,-0.00,17.00,0.31,1.75,1.03,1.51,2.26,9.47,-5.27,-7.75,-2.77,-0.18,0.88,17.00,0.14
loop_24613,1.75,2.03,1.51,2.26,-0.07,0.01,-9.17,0.00,0.02,0.00,16.00,0.31,1.75,-0.28,1.51,2.26,-0.63,-9.38,-13.65,-2.81,0.33,-1.55,17.00,0.08
loop_24614,1.75,2.08,1.51,2.26,0.04,0.07,-9.04,0.03,-0.02,-0.00,17.00,0.23,1.75,-0.01,1.51,2.26,3.18,-10.68,-8.98,-2.59,0.27,-0.91,17.00,0.18
loop_24615,1.75,2.09,1.51,2.26,0.07,0.10,-9.04,0.03,-0.02,-0.00,17.00,0.18,1.75,1.13,1.51,2.26,8.47,-9.85,-8.64,-2.61,-0.13,0.47,17.00,0.11
loop_24616,1.75,0.34,1.51,2.26,0.01,0.16,-10.58,0.03,-0.00,-0.00,18.00,0.16,1.75,-0.82,1.51,2.26,-10.91,1.55,-15.42,2.92,0.56,2.41,17.00,0.15
loop_24617,1.75,2.12,1.51,2.26,-0.02,0.19,-9.08,0.04,-0.00,-0.00,17.00,0.27,1.75,0.55,1.51,2.26,9.07,-7.50,-9.18,-2.61,-0.07,0.26,17.00,0.13
loop_24618,1.75,2.14,1.51,2.26,0.20,-0.01,-9.04,-0.02,-0.04,0.00,16.00,0.30,1.75,-2.36,1.51,2.26,10.50,2.97,-9.43,3.11,-0.08,-2.40,17.00,0.16
loop_24619,1.75,2.08,1.51,2.26,-0.13,0.01,-9.10,0.02,0.03,0.00,16.00,0.25,1.75,0.30,1.51,2.26,5.88,8.10,-2.64,3.09,-0.31,-2.82,18.00,0.13
loop_2462,1.75,2.11,1.51,2.26,0.04,0.03,-9.06,0.00,-0.01,-0.00,16.00,0.08,1.75,2.11,1.51,2.26,-6.45,13.15,-12.65,1.75,1.06,1.22,17.00,0.08
loop_24620,1.75,2.11,1.51,2.26,-0.04,-0.11,-9.07,-0.02,0.01,-0.00,16.00,0.16,1.75,1.16,1.51,2.26,2.36,10.70,-5.79,2.96,0.23,1.81,17.00,0.15
loop_24621,1.75,2.18,1.51,2.26,0.27,-0.04,-8.97,-0.02,-0.06,0.00,17.00,0.47,1.75,-1.96,1.51,2.26,4.33,-9.38,-6.25,-2.64,0.38,-1.30,17.00,0.58
loop_24622,1.75,2.17,1.51,2.26,0.12,0.01,-9.02,0.00,-0.02,-0.00,16.00,0.32,1.75,0.85,1.51,2.26,6.02,8.55,-8.98,2.74,0.12,0.57,17.00,0.13
loop_24623,1.75,2.07,1.51,2.26,0.00,0.11,-9.10,0.02,-0.00,-0.00,16.00,0.17,1.75,2.14,1.51,2.26,-5.45,13.44,-9.25,2.16,0.90,1.47,17.00,0.04
loop_24624,1.75,2.08,1.51,2.26,0.00,0.03,-9.07,0.00,0.00,0.00,16.00,0.06,1.75,1.71,1.51,2.26,4.37,9.63,-6.74,2.83,0.41,1.85,17.00,0.29
loop_24625,1.75,2.12,1.51,2.26,0.03,-0.06,-9.05,-0.01,-0.01,0.00,16.00,0.11,1.75,1.40,1.51,2.26,3.10,10.55,-7.50,2.91,0.34,1.94,17.00,0.07
loop_24626,1.75,2.08,1.51,2.26,0.18,0.01,-9.09,-0.01,-0.03,0.00,16.00,0.27,1.75,2.14,1.51,2.26,2.17,9.11,-6.54,2.74,0.65,2.06,17.00,0.27
loop_24627,1.75,2.13,1.51,2.26,0.13,0.05,-9.02,0.02,-0.03,-0.00,17.00,0.28,1.75,0.10,1.51,2.26,8.12,-5.99,-5.46,-2.78,-0.00,0.03,17.00,0.11
