name,omega1_1,phi1_1,d_1,r1_1,translate_x_1,translate_y_1,translate_z_1,rotate_phi_1,rotate_theta_1,rotate_psi_1,length_1,rmsd_1,omega1_2,phi1_2,d_2,r1_2,translate_x_2,translate_y_2,translate_z_2,rotate_phi_2,rotate_theta_2,rotate_psi_2,length_2,rmsd_2
loop_16068,1.75,2.15,1.51,2.26,0.16,0.06,-9.03,0.00,-0.03,-0.00,16.00,0.27,1.75,-2.14,1.51,2.26,9.56,6.92,-9.57,2.89,-0.37,-1.97,17.00,0.45
loop_16069,1.75,2.06,1.51,2.26,0.05,0.04,-9.08,0.01,-0.01,-0.00,16.00,0.14,1.75,-1.72,1.51,2.26,10.30,5.42,-9.45,2.78,-0.40,-1.68,17.00,0.21
loop_1607,1.75,2.10,1.51,2.26,0.20,-0.18,-9.10,-0.04,-0.05,0.00,17.00,0.40,1.75,2.28,1.51,2.26,4.42,-10.11,-8.51,-2.83,-0.06,0.35,17.00,0.12
loop_16070,1.75,2.07,1.51,2.26,-0.03,0.11,-9.10,0.03,0.01,0.00,16.00,0.21,1.75,2.14,1.51,2.26,12.56,-0.48,-10.01,-2.92,-0.58,2.44,17.00,0.71
loop_16071,1.75,2.09,1.51,2.26,0.01,-0.01,-9.03,0.00,-0.00,-0.00,16.00,0.08,1.75,-2.32,1.51,2.26,8.77,7.57,-9.20,2.81,-0.40,-1.76,17.00,0.13
loop_16072,1.75,2.04,1.51,2.26,0.08,0.07,-9.18,0.00,-0.02,-0.00,16.00,0.35,1.75,2.20,1.51,2.26,10.06,-8.91,-15.55,-2.39,-0.56,1.25,17.00,0.16
loop_16073,1.75,2.12,1.51,2.26,-0.06,0.03,-9.04,0.02,0.02,0.00,16.00,0.26,1.75,2.20,1.51,2.26,10.89,2.44,-13.25,-2.90,-0.78,2.57,17.00,0.20
loop_16074,1.75,2.10,1.51,2.26,0.04,0.02,-9.07,0.01,-0.01,-0.00,16.00,0.08,1.75,2.61,1.51,2.26,11.89,2.06,-10.76,-2.95,-0.61,2.54,17.00,0.60
loop_16075,1.75,2.05,1.51,2.26,0.07,0.02,-9.12,0.00,-0.01,-0.00,16.00,0.22,1.75,-2.42,1.51,2.26,12.19,4.76,-10.16,2.88,-0.58,-2.30,17.00,0.20
loop_16076,1.75,2.14,1.51,2.26,0.00,0.03,-9.07,0.02,0.01,0.00,16.00,0.20,1.75,2.47,1.51,2.26,12.60,-0.64,-14.21,-2.82,-0.82,2.43,17.00,0.21
loop_16077,1.75,2.11,1.51,2.26,0.05,-0.02,-9.05,-0.00,-0.01,0.00,16.00,0.09,1.75,-1.92,1.51,2.26,10.17,7.92,-10.09,2.74,-0.48,-1.76,17.00,0.24
loop_16078,1.75,2.08,1.51,2.26,-0.05,0.05,-9.08,0.01,0.01,0.00,16.00,0.14,1.75,-2.30,1.51,2.26,9.75,-3.09,-7.59,-2.95,-0.10,0.96,14.00,0.05
loop_16079,1.75,2.06,1.51,2.26,0.08,-0.00,-9.12,-0.01,-0.02,0.00,16.00,0.21,1.75,0.99,1.51,2.26,6.50,-9.95,-14.99,-2.31,-0.13,0.29,17.00,0.27
loop_1608,1.75,2.08,1.51,2.26,-0.03,0.05,-9.05,0.01,0.01,0.00,16.00,0.13,1.75,-2.76,1.51,2.26,9.57,5.57,-6.92,3.06,-0.31,-2.61,17.00,0.13
loop_16080,1.75,2.07,1.51,2.26,0.17,0.09,-9.19,-0.01,-0.04,0.00,16.00,0.42,1.75,0.88,1.51,2.26,1.66,-12.76,-16.98,-2.15,0.17,-0.31,17.00,0.10
loop_16081,1.75,2.12,1.51,2.26,0.01,0.06,-9.03,0.02,0.01,0.00,16.00,0.20,1.75,-2.86,1.51,2.26,9.70,7.70,-9.90,2.86,-0.58,-2.24,17.00,0.07
loop_16082,1.75,2.12,1.51,2.26,0.08,0.10,-9.10,0.01,-0.02,-0.00,16.00,0.20,1.75,-1.90,1.51,2.26,9.54,7.79,-8.73,2.72,-0.40,-1.52,17.00,0.14
loop_16083,1.75,2.08,1.51,2.26,-0.02,0.10,-9.08,0.02,0.01,0.00,16.00,0.18,1.75,-1.66,1.51,2.26,10.45,-2.06,-7.64,-2.98,-0.14,1.45,14.00,0.11
loop_16084,1.75,2.08,1.51,2.26,0.10,-0.08,-9.09,-0.03,-0.03,0.00,16.00,0.23,1.75,-1.62,1.51,2.26,9.46,6.08,-8.50,2.84,-0.33,-1.67,17.00,0.13
loop_16085,1.75,2.12,1.51,2.26,0.07,0.09,-9.04,0.02,-0.01,-0.00,16.00,0.16,1.75,-2.35,1.51,2.26,12.67,8.51,-11.53,2.62,-0.76,-1.96,17.00,0.15
loop_16086,1.75,2.06,1.51,2.26,0.00,0.02,-9.08,0.00,-0.00,-0.00,16.00,0.14,1.75,2.62,1.51,2.26,15.47,-1.12,-13.76,-2.93,-0.99,2.76,17.00,0.39
loop_16087,1.75,2.13,1.51,2.26,-0.03,0.01,-9.04,0.01,0.01,0.00,16.00,0.19,1.75,2.81,1.51,2.26,11.47,4.18,-14.62,3.00,-0.84,-2.83,17.00,0.22
loop_16088,1.75,2.05,1.51,2.26,-0.09,0.20,-9.12,0.05,0.03,0.00,16.00,0.39,1.75,1.95,1.51,2.26,10.99,-0.57,-12.95,-2.71,-0.62,1.94,17.00,0.17
loop_16089,1.75,2.10,1.51,2.26,0.01,0.02,-9.05,0.00,-0.00,-0.00,16.00,0.04,1.75,3.03,1.51,2.26,13.77,2.59,-10.85,2.99,-0.73,-2.76,17.00,0.63
loop_1609,1.75,2.08,1.51,2.26,0.27,-0.11,-9.12,-0.04,-0.06,0.00,17.00,0.46,1.75,0.72,1.51,2.26,2.17,-10.09,-8.10,-2.76,0.20,-0.94,17.00,0.11
loop_16090,1.75,2.09,1.51,2.26,-0.05,0.05,-9.09,0.01,0.01,0.00,16.00,0.12,1.75,-2.38,1.51,2.26,14.05,6.87,-13.91,2.39,-0.72,-1.52,17.00,0.62
loop_16091,1.75,2.10,1.51,2.26,0.10,0.13,-9.07,0.03,-0.02,-0.00,16.00,0.23,1.75,-1.92,1.51,2.26,7.17,7.28,-7.44,2.96,-0.19,-1.60,17.00,0.20
loop_16092,1.75,2.14,1.51,2.26,0.09,0.05,-9.02,0.01,-0.02,-0.00,16.00,0.22,1.75,-1.86,1.51,2.26,12.57,5.99,-12.30,2.76,-0.71,-2.20,17.00,0.24
loop_16093,1.75,2.08,1.51,2.26,-0.02,0.13,-9.08,0.03,0.01,0.00,16.00,0.23,1.75,-2.49,1.51,2.26,9.18,3.19,-10.15,3.04,-0.24,-2.36,17.00,0.97
loop_16094,1.75,2.11,1.51,2.26,0.00,0.02,-9.06,0.01,0.00,0.00,16.00,0.10,1.75,2.38,1.51,2.26,12.78,-0.55,-13.17,-2.87,-0.75,2.49,17.00,0.32
loop_16095,1.75,2.08,1.51,2.26,0.23,-0.05,-9.10,-0.03,-0.05,0.00,16.00,0.40,1.75,-2.55,1.51,2.26,11.61,2.49,-7.99,3.06,-0.45,-2.80,17.00,0.13
loop_16096,1.75,2.06,1.51,2.26,0.15,-0.07,-9.11,-0.04,-0.04,0.00,16.00,0.35,1.75,1.82,1.51,2.26,10.29,-6.76,-12.78,-2.61,-0.42,1.32,17.00,0.26
loop_16097,1.75,2.12,1.51,2.26,0.01,-0.03,-9.04,-0.01,-0.00,0.00,16.00,0.12,1.75,2.67,1.51,2.26,12.15,0.03,-11.04,-3.12,-0.56,3.07,17.00,1.02
loop_16098,1.75,2.10,1.51,2.26,-0.04,0.15,-9.08,0.04,0.02,0.00,16.00,0.24,1.75,2.34,1.51,2.26,11.06,1.99,-12.50,-2.96,-0.67,2.63,17.00,0.18
loop_16099,1.75,2.10,1.51,2.26,0.01,0.04,-9.06,0.01,-0.00,-0.00,16.00,0.06,1.75,-2.07,1.51,2.26,14.76,3.49,-15.78,2.83,-1.01,-2.59,17.00,0.18
loop_161,1.75,2.07,1.51,2.26,0.00,0.00,-9.07,0.00,0.00,0.00,17.00,0.08,1.75,1.64,1.51,2.26,5.72,-9.01,-7.17,-2.86,-0.06,0.44,17.00,0.07
loop_1610,1.75,2.11,1.51,2.26,0.21,-0.05,-9.06,-0.03,-0.04,0.00,16.00,0.34,1.75,-2.86,1.51,2.26,11.01,-0.65,-9.97,3.14,-0.19,-3.14,17.00,0.43
loop_16100,1.75,2.07,1.51,2.26,-0.03,0.04,-9.06,0.02,0.01,0.00,16.00,0.17,1.75,2.28,1.51,2.26,12.84,-0.20,-13.86,-2.84,-0.81,2.45,17.00,0.20
loop_16101,1.75,2.15,1.51,2.26,0.10,0.03,-9.04,0.00,-0.02,-0.00,16.00,0.23,1.75,-1.82,1.51,2.26,10.71,9.07,-11.36,2.63,-0.56,-1.66,17.00,0.23
loop_16102,1.75,2.14,1.51,2.26,-0.00,-0.07,-9.02,-0.01,0.00,-0.00,16.00,0.19,1.75,-2.11,1.51,2.26,11.57,5.26,-12.03,2.62,-0.50,-1.53,17.00,0.63
loop_16103,1.75,2.10,1.51,2.26,0.00,0.02,-9.06,0.00,0.00,0.00,16.00,0.04,1.75,3.07,1.51,2.26,14.17,0.94,-12.18,3.11,-0.85,-3.07,17.00,0.37
loop_16104,1.75,2.10,1.51,2.26,0.04,0.05,-9.06,0.01,-0.01,-0.00,16.00,0.08,1.75,-2.44,1.51,2.26,12.31,4.85,-10.73,2.70,-0.50,-1.70,17.00,0.67
loop_16105,1.75,2.15,1.51,2.26,0.03,0.11,-9.01,0.02,-0.00,-0.00,16.00,0.24,1.75,2.91,1.51,2.26,13.14,2.09,-14.49,-3.05,-0.90,2.96,17.00,0.11
loop_16106,1.75,2.06,1.51,2.26,0.10,-0.04,-9.07,-0.02,-0.02,0.00,16.00,0.20,1.75,-2.99,1.51,2.26,14.68,0.29,-10.56,3.09,-0.78,-3.02,17.00,0.40
loop_16107,1.75,2.09,1.51,2.26,-0.05,0.10,-9.07,0.03,0.02,0.00,16.00,0.22,1.75,2.20,1.51,2.26,13.36,-3.85,-17.42,-2.11,-0.93,1.45,17.00,0.18
loop_16108,1.75,2.17,1.51,2.26,0.06,0.04,-9.01,0.02,-0.00,-0.00,16.00,0.31,1.75,-2.31,1.51,2.26,10.72,9.45,-13.29,2.60,-0.74,-1.89,17.00,0.21
loop_16109,1.75,2.13,1.51,2.26,0.08,-0.00,-9.04,-0.00,-0.01,0.00,16.00,0.17,1.75,-9.01,1.51,2.26,9.28,5.94,-8.61,3.01,-0.42,-2.54,17.00,0.37
loop_1611,1.75,2.07,1.51,2.26,0.05,0.00,-9.08,-0.01,-0.01,0.00,16.00,0.13,1.75,0.24,1.51,2.26,9.83,-4.97,-8.36,-2.44,-0.21,0.56,17.00,0.17
loop_16110,1.75,2.07,1.51,2.26,-0.01,-0.02,-9.07,-0.01,0.00,-0.00,16.00,0.10,1.75,2.09,1.51,2.26,10.54,1.02,-7.47,2.90,-0.14,-1.01,14.00,0.05
loop_16111,1.75,2.10,1.51,2.26,0.17,-0.07,-9.10,-0.03,-0.04,0.00,16.00,0.31,1.75,2.34,1.51,2.26,13.86,-2.84,-12.06,-2.81,-0.70,2.28,17.00,0.24
loop_16112,1.75,2.07,1.51,2.26,0.06,0.01,-9.06,0.01,-0.01,-0.00,16.00,0.13,1.75,1.59,1.51,2.26,12.25,-5.09,-13.07,-2.42,-0.62,1.41,17.00,0.16
loop_16113,1.75,2.14,1.51,2.26,0.28,-0.02,-9.06,-0.04,-0.07,0.00,16.00,0.51,1.75,0.62,1.51,2.26,2.01,-12.03,-16.01,-2.23,0.21,-0.44,17.00,0.24
loop_16114,1.75,2.05,1.51,2.26,0.15,0.00,-9.21,-0.03,-0.04,0.00,16.00,0.46,1.75,1.28,1.51,2.26,9.93,-6.07,-10.51,-2.62,-0.31,1.05,17.00,0.17
loop_16115,1.75,2.10,1.51,2.26,0.05,0.06,-9.04,0.01,-0.01,-0.00,16.00,0.11,1.75,-1.91,1.51,2.26,12.33,8.18,-11.01,2.61,-0.67,-1.82,17.00,0.22
loop_16116,1.75,2.12,1.51,2.26,0.02,0.05,-9.05,0.02,0.00,0.00,16.00,0.14,1.75,-2.61,1.51,2.26,10.61,6.26,-9.97,2.91,-0.59,-2.41,17.00,0.11
loop_16117,1.75,2.11,1.51,2.26,0.01,0.22,-9.05,0.05,0.01,0.00,16.00,0.31,1.75,2.25,1.51,2.26,10.92,3.08,-11.88,-2.98,-0.66,2.67,17.00,0.14
loop_16118,1.75,2.11,1.51,2.26,0.07,0.01,-9.07,0.00,-0.01,-0.00,16.00,0.09,1.75,-2.41,1.51,2.26,11.30,5.36,-10.06,2.90,-0.55,-2.33,17.00,0.12
loop_16119,1.75,2.14,1.51,2.26,0.03,0.00,-9.03,0.01,0.00,0.00,16.00,0.19,1.75,2.86,1.51,2.26,11.41,3.57,-12.92,3.08,-0.74,-2.99,17.00,0.13
loop_1612,1.75,2.12,1.51,2.26,-0.02,0.01,-9.05,0.01,0.01,0.00,16.00,0.11,1.75,-1.75,1.51,2.26,1.09,11.49,-5.01,2.79,-0.03,-0.17,17.00,0.24
loop_16120,1.75,2.11,1.51,2.26,0.06,0.07,-9.09,0.02,-0.01,-0.00,16.00,0.15,1.75,-2.81,1.51,2.26,12.74,3.70,-10.85,3.13,-0.73,-3.11,17.00,0.15
loop_16121,1.75,2.11,1.51,2.26,0.01,-0.03,-9.05,-0.00,0.00,-0.00,16.00,0.08,1.75,2.86,1.51,2.26,11.02,0.19,-10.81,-3.12,-0.37,3.03,17.00,1.08
loop_16122,1.75,2.11,1.51,2.26,0.10,-0.05,-9.04,-0.02,-0.02,0.00,16.00,0.18,1.75,2.63,1.51,2.26,14.59,1.15,-9.99,3.11,-0.74,-3.07,17.00,0.71
loop_16123,1.75,2.11,1.51,2.26,0.03,0.12,-9.05,0.03,-0.00,-0.00,16.00,0.19,1.75,1.92,1.51,2.26,11.34,-2.98,-13.59,-2.56,-0.60,1.61,17.00,0.29
loop_16124,1.75,2.09,1.51,2.26,-0.01,0.07,-9.08,0.02,0.01,0.00,16.00,0.17,1.75,-2.77,1.51,2.26,10.79,6.33,-9.46,2.96,-0.59,-2.57,17.00,0.19
loop_16125,1.75,2.13,1.51,2.26,-0.03,0.07,-9.06,0.03,0.02,0.00,16.00,0.26,1.75,2.23,1.51,2.26,12.71,0.47,-15.76,-2.66,-0.96,2.25,17.00,0.12
loop_16126,1.75,2.13,1.51,2.26,0.08,0.08,-9.04,0.02,-0.01,-0.00,16.00,0.18,1.75,-2.64,1.51,2.26,10.49,6.22,-9.11,2.96,-0.55,-2.51,17.00,0.20
loop_16127,1.75,2.07,1.51,2.26,0.10,-0.14,-9.18,-0.03,-0.00,0.00,17.00,0.43,1.75,-0.31,1.51,2.26,8.27,-6.04,-10.39,2.77,-0.69,-2.17,17.00,0.16
loop_16128,1.75,2.13,1.51,2.26,0.06,0.09,-9.05,0.03,-0.02,-0.00,17.00,0.24,1.75,0.24,1.51,2.26,7.85,-9.11,-9.27,-2.49,0.05,-0.14,17.00,0.13
loop_16129,1.75,2.11,1.51,2.26,0.04,0.03,-9.05,0.01,-0.01,-0.00,17.00,0.10,1.75,1.98,1.51,2.26,4.38,-10.39,-8.13,-2.78,-0.08,0.42,17.00,0.11
loop_1613,1.75,2.13,1.51,2.26,0.34,-0.14,-9.01,-0.07,-0.01,0.00,16.00,0.69,1.75,0.45,1.51,2.26,13.00,-1.52,-8.89,-2.45,-0.58,1.38,17.00,0.08
loop_16130,1.75,2.14,1.51,2.26,0.04,0.08,-9.02,0.02,-0.01,-0.00,17.00,0.21,1.75,-0.54,1.51,2.26,5.25,-14.10,-12.23,-2.22,0.07,-0.14,17.00,0.31
loop_16131,1.75,2.05,1.51,2.26,-0.05,0.04,-9.22,0.01,0.00,0.00,17.00,0.33,1.75,-0.10,1.51,2.26,-4.70,-9.30,-14.21,-2.94,0.39,-2.17,17.00,0.28
loop_16132,1.75,2.10,1.51,2.26,-0.00,0.07,-9.06,0.01,0.00,0.00,16.00,0.09,1.75,2.34,1.51,2.26,9.45,2.33,-12.16,-3.09,-0.17,2.54,17.00,0.08
loop_16133,1.75,2.11,1.51,2.26,0.17,0.02,-9.02,0.01,-0.04,-0.00,17.00,0.24,1.75,1.85,1.51,2.26,5.92,-9.32,-6.62,-2.83,-0.09,0.54,17.00,0.12
loop_16134,1.75,2.14,1.51,2.26,-0.02,-0.01,-9.03,0.01,0.01,0.00,16.00,0.21,1.75,2.94,1.51,2.26,-8.53,7.61,-6.89,-2.89,0.80,-2.56,17.00,0.33
loop_16135,1.75,2.12,1.51,2.26,0.03,0.01,-9.04,0.01,-0.00,-0.00,16.00,0.11,1.75,2.20,1.51,2.26,-11.41,0.12,-13.26,-2.41,0.61,-1.37,17.00,0.11
loop_16136,1.75,0.39,1.51,2.26,-0.08,0.08,-10.65,0.03,0.02,0.00,18.00,0.38,1.75,0.89,1.51,2.26,-11.58,-3.36,-11.69,-3.01,0.47,-2.61,17.00,0.16
loop_16137,1.75,2.18,1.51,2.26,0.14,-0.02,-9.00,-0.00,-0.03,0.00,16.00,0.35,1.75,2.40,1.51,2.26,-0.18,9.45,-3.80,-3.11,0.18,-2.75,17.00,0.13
loop_16138,1.75,2.16,1.51,2.26,0.34,-0.09,-9.02,-0.04,-0.08,0.00,17.00,0.53,1.75,-0.43,1.51,2.26,9.93,-5.76,-8.66,2.98,-0.24,-1.98,17.00,0.24
loop_16139,1.75,2.15,1.51,2.26,-0.10,-0.04,-9.02,0.01,0.03,0.00,16.00,0.32,1.75,2.80,1.51,2.26,-9.38,8.36,-6.26,-3.06,0.92,-2.98,17.00,0.12
loop_1614,1.75,2.12,1.51,2.26,-0.01,-0.04,-9.05,-0.01,0.00,-0.00,16.00,0.12,1.75,1.66,1.51,2.26,6.14,8.22,-6.85,-3.14,-0.46,3.14,17.00,0.13
loop_16140,1.75,0.34,1.51,2.26,-0.03,0.12,-10.62,0.04,0.01,0.00,18.00,0.34,1.75,0.11,1.51,2.26,-10.54,-0.32,-10.60,3.07,0.38,2.78,17.00,0.08
loop_16141,1.75,2.06,1.51,2.26,-0.00,0.14,-9.09,0.03,0.00,0.00,16.00,0.23,1.75,1.00,1.51,2.26,5.52,12.87,-6.61,2.22,0.19,0.37,17.00,0.13
loop_16142,1.75,2.11,1.51,2.26,0.19,-0.05,-9.14,-0.02,-0.04,0.00,17.00,0.35,1.75,-0.80,1.51,2.26,8.78,-6.85,-9.73,2.99,-0.44,-2.49,17.00,0.12
loop_16143,1.75,0.33,1.51,2.26,-0.34,-0.14,-10.63,-0.04,0.03,-0.00,18.00,0.53,1.75,-0.09,1.51,2.26,-11.93,1.26,-9.80,2.99,0.34,2.30,17.00,0.16
loop_16144,1.75,2.06,1.51,2.26,0.26,-0.09,-9.10,-0.04,-0.06,0.00,17.00,0.48,1.75,-1.71,1.51,2.26,4.83,-9.22,-8.06,-3.08,-0.22,2.61,17.00,0.11
loop_16145,1.75,0.33,1.51,2.26,0.02,0.19,-10.65,0.05,0.01,0.00,18.00,0.38,1.75,1.21,1.51,2.26,-11.47,-0.00,-12.21,-3.03,0.51,-2.71,17.00,0.08
loop_16146,1.75,2.11,1.51,2.26,-0.02,-0.04,-9.04,-0.00,0.00,-0.00,17.00,0.15,1.75,0.47,1.51,2.26,6.92,-8.03,-8.52,-2.76,-0.01,0.04,17.00,0.05
loop_16147,1.75,2.03,1.51,2.26,0.21,0.03,-9.21,-0.01,-0.05,0.00,17.00,0.53,1.75,-1.23,1.51,2.26,-4.02,-8.12,-12.45,3.11,0.42,3.01,17.00,0.48
loop_16148,1.75,2.08,1.51,2.26,0.06,0.05,-9.06,0.01,-0.01,-0.00,16.00,0.12,1.75,0.58,1.51,2.26,10.65,0.13,-11.62,-2.76,-0.17,0.85,17.00,0.21
loop_16149,1.75,2.11,1.51,2.26,0.15,-0.04,-9.10,-0.02,-0.03,0.00,16.00,0.27,1.75,-0.53,1.51,2.26,2.70,-9.22,-12.63,-2.74,0.31,-1.32,17.00,0.17
loop_1615,1.75,2.09,1.51,2.26,0.02,0.02,-9.05,0.00,-0.00,-0.00,16.00,0.04,1.75,2.68,1.51,2.26,11.76,6.57,-8.22,-3.14,-0.57,3.13,17.00,0.09
loop_16150,1.75,2.09,1.51,2.26,-0.02,0.01,-9.06,0.01,0.01,0.00,16.00,0.08,1.75,1.91,1.51,2.26,-4.17,14.33,-12.13,1.82,0.86,1.06,17.00,0.06
loop_16151,1.75,2.13,1.51,2.26,0.23,-0.01,-9.05,-0.03,-0.05,0.00,16.00,0.37,1.75,-0.68,1.51,2.26,11.32,2.38,-10.63,2.98,-0.08,-0.95,17.00,0.16
loop_16152,1.75,2.14,1.51,2.26,-0.00,0.09,-9.02,0.02,-0.01,-0.00,17.00,0.23,1.75,-0.41,1.51,2.26,9.05,-5.75,-8.09,-2.50,0.05,-0.15,17.00,0.21
loop_16153,1.75,2.11,1.51,2.26,0.09,0.03,-9.03,0.00,-0.02,-0.00,17.00,0.14,1.75,-0.66,1.51,2.26,2.22,-14.10,-11.17,-2.27,0.25,-0.52,17.00,0.12
loop_16154,1.75,2.07,1.51,2.26,0.08,0.00,-9.12,-0.01,-0.02,0.00,16.00,0.19,1.75,0.34,1.51,2.26,12.15,3.12,-6.34,3.09,-0.40,-2.88,18.00,0.23
loop_16155,1.75,2.16,1.51,2.26,0.04,-0.04,-9.04,-0.01,-0.00,0.00,16.00,0.26,1.75,1.96,1.51,2.26,-5.17,9.45,-5.83,-3.08,0.63,-2.96,17.00,0.17
loop_16156,1.75,2.04,1.51,2.26,0.13,0.14,-9.15,0.02,-0.03,-0.00,16.00,0.38,1.75,1.77,1.51,2.26,5.26,7.56,-6.41,2.53,0.34,1.00,17.00,0.12
loop_16157,1.75,2.11,1.51,2.26,0.03,-0.04,-9.05,-0.00,-0.01,0.00,16.00,0.09,1.75,0.88,1.51,2.26,6.30,8.12,-9.68,2.86,0.18,1.10,17.00,0.16
loop_16158,1.75,2.11,1.51,2.26,-0.00,-0.02,-9.05,0.00,0.00,0.00,16.00,0.10,1.75,-2.68,1.51,2.26,2.05,9.99,-4.80,-3.04,0.13,-1.87,17.00,0.25
loop_16159,1.75,2.15,1.51,2.26,0.39,-0.06,-9.04,-0.04,-0.08,0.00,17.00,0.57,1.75,-1.12,1.51,2.26,7.50,-8.07,-8.40,3.14,-0.23,-3.13,17.00,0.18
loop_1616,1.75,2.11,1.51,2.26,0.00,-0.05,-9.08,-0.01,-0.00,0.00,16.00,0.10,1.75,-2.33,1.51,2.26,12.07,1.06,-14.59,2.97,-0.55,-2.55,17.00,0.16
loop_16160,1.75,2.10,1.51,2.26,-0.03,-0.01,-9.06,0.00,0.01,0.00,16.00,0.10,1.75,3.14,1.51,2.26,-8.34,5.87,-8.38,-2.53,0.96,-2.05,17.00,0.45
loop_16161,1.75,2.07,1.51,2.26,-0.14,0.03,-9.07,0.02,0.03,0.00,16.00,0.29,1.75,1.28,1.51,2.26,4.87,9.66,-5.37,2.99,0.15,1.53,17.00,0.07
loop_16162,1.75,2.11,1.51,2.26,0.07,0.02,-9.05,0.01,-0.01,-0.00,16.00,0.10,1.75,3.07,1.51,2.26,10.42,-0.50,-11.84,-3.10,-0.17,2.61,17.00,0.09
loop_16163,1.75,0.36,1.51,2.26,-0.11,0.29,-10.61,0.05,-0.05,-0.00,18.00,0.71,1.75,-2.33,1.51,2.26,-9.39,8.08,-12.19,2.48,0.23,0.65,17.00,0.22
loop_16164,1.75,2.10,1.51,2.26,0.02,0.04,-9.03,0.01,-0.00,-0.00,17.00,0.08,1.75,-3.08,1.51,2.26,6.77,-7.65,-7.65,-2.97,-0.24,1.90,17.00,0.12
loop_16165,1.75,0.30,1.51,2.26,-0.33,-0.11,-10.61,-0.03,0.02,-0.00,18.00,0.50,1.75,1.17,1.51,2.26,-10.07,-1.34,-8.75,-3.08,0.23,-2.62,17.00,0.18
loop_16166,1.75,2.09,1.51,2.26,0.04,-0.04,-9.05,-0.01,-0.00,0.00,17.00,0.12,1.75,-1.36,1.51,2.26,-5.41,-9.64,-9.63,-2.90,0.68,-2.47,17.00,0.16
loop_16167,1.75,2.12,1.51,2.26,0.12,-0.02,-9.01,0.00,-0.03,-0.00,17.00,0.22,1.75,-0.72,1.51,2.26,6.22,-6.01,-5.64,-2.82,0.15,-0.85,17.00,0.11
loop_16168,1.75,2.14,1.51,2.26,0.03,0.03,-9.05,0.00,-0.01,-0.00,17.00,0.17,1.75,0.41,1.51,2.26,8.14,-7.11,-7.93,-2.75,0.00,-0.02,17.00,0.41
loop_16169,1.75,2.13,1.51,2.26,0.05,-0.03,-9.05,-0.00,-0.01,0.00,16.00,0.15,1.75,2.36,1.51,2.26,-11.46,8.30,-13.10,-2.58,1.39,-2.48,17.00,0.11
loop_1617,1.75,2.12,1.51,2.26,0.08,0.08,-9.05,0.01,-0.01,-0.00,16.00,0.15,1.75,-0.77,1.51,2.26,9.25,10.77,-7.42,2.59,-0.32,-1.04,18.00,0.21
loop_16170,1.75,2.08,1.51,2.26,-0.00,0.05,-9.06,0.02,-0.01,-0.00,17.00,0.15,1.75,0.28,1.51,2.26,4.39,-10.02,-8.61,-2.66,0.14,-0.54,17.00,0.27
loop_16171,1.75,2.08,1.51,2.26,0.11,-0.07,-9.05,-0.02,-0.02,0.00,16.00,0.16,1.75,1.65,1.51,2.26,7.19,5.64,-5.64,2.87,0.24,1.48,17.00,0.22
loop_16172,1.75,2.14,1.51,2.26,-0.02,0.02,-9.04,0.01,0.01,0.00,16.00,0.22,1.75,1.80,1.51,2.26,-0.25,10.21,-4.88,3.07,0.34,2.73,17.00,0.06
loop_16173,1.75,2.21,1.51,2.26,0.17,0.05,-9.01,-0.00,-0.04,0.00,17.00,0.44,1.75,0.44,1.51,2.26,8.53,-5.85,-7.26,-2.89,0.03,-0.22,17.00,0.19
loop_16174,1.75,2.11,1.51,2.26,0.02,0.18,-9.03,0.05,-0.02,-0.00,17.00,0.43,1.75,1.42,1.51,2.26,10.17,-4.43,-7.78,-2.85,-0.20,1.22,17.00,0.11
loop_16175,1.75,0.34,1.51,2.26,-0.15,0.22,-10.62,0.07,0.01,0.00,18.00,0.51,1.75,2.13,1.51,2.26,-10.49,-1.36,-10.65,-2.91,0.30,-1.80,17.00,0.15
loop_16176,1.75,2.12,1.51,2.26,0.05,0.01,-9.04,0.00,-0.01,-0.00,16.00,0.12,1.75,0.52,1.51,2.26,9.50,0.97,-11.66,-2.88,-0.13,0.92,17.00,0.05
loop_16177,1.75,2.12,1.51,2.26,0.03,0.07,-9.03,0.02,-0.00,-0.00,16.00,0.15,1.75,1.65,1.51,2.26,-2.01,14.33,-6.69,2.54,0.63,1.61,17.00,0.05
loop_16178,1.75,2.10,1.51,2.26,0.14,0.02,-9.08,-0.01,-0.03,0.00,16.00,0.21,1.75,1.50,1.51,2.26,5.40,9.62,-5.70,2.79,0.31,1.44,17.00,0.21
loop_16179,1.75,2.12,1.51,2.26,0.04,-0.00,-9.04,-0.00,-0.01,0.00,16.00,0.11,1.75,2.11,1.51,2.26,0.94,9.85,-4.47,3.06,0.35,2.67,17.00,0.06
loop_1618,1.75,2.09,1.51,2.26,-0.16,-0.00,-9.05,0.02,0.04,0.00,16.00,0.31,1.75,1.66,1.51,2.26,8.48,4.60,-6.56,-2.93,-0.41,2.20,17.00,0.19
loop_16180,1.75,2.09,1.51,2.26,-0.04,0.05,-9.07,0.01,0.01,0.00,16.00,0.12,1.75,2.40,1.51,2.26,-5.70,12.71,-9.45,2.26,1.00,1.71,17.00,0.18
loop_16181,1.75,2.13,1.51,2.26,0.02,0.06,-9.04,0.01,-0.01,-0.00,17.00,0.15,1.75,-0.87,1.51,2.26,3.72,-12.70,-9.53,-2.46,0.20,-0.54,17.00,0.43
